order_id,order_date,shipping_mode,product_category,product_subcategory,weight_kg,distance_km,shipping_cost,expected_delivery_date,actual_delivery_date,delay_days,is_delayed,warehouse_region,customer_segment
ORDER-01441,2023-11-14,Standard Class,Furniture,Chairs,25.33,90.0,124.33,2023-11-18,2023-11-20,2,1,East,Corporate
ORDER-01442,2024-05-16,Standard Class,Furniture,Chairs,36.41,267.3,500.83,2024-05-17,2024-05-18,1,1,North,Consumer
ORDER-01443,2024-01-16,First Class,Furniture,Chairs,6.1,148.5,82.14,2024-01-17,2024-01-19,2,1,East,Corporate
ORDER-01444,2023-01-14,Same Day,Office Supplies,Binders,20.62,316.3,672.07,2023-01-15,2023-01-15,0,0,West,Home Office
ORDER-01445,2024-05-18,First Class,Furniture,Tables,24.51,63.4,135.99,2024-05-19,2024-05-19,0,0,North,Corporate
ORDER-01446,2023-08-19,Standard Class,Office Supplies,Pens,27.27,329.2,463.38,2023-08-26,2023-08-27,1,1,South,Consumer
ORDER-01447,2023-03-25,First Class,Office Supplies,Binders,41.01,145.2,483.27,2023-03-28,2023-03-30,2,1,North,Corporate
ORDER-01448,2023-05-10,Standard Class,Office Supplies,Storage,9.0,5.1,18.29,2023-05-12,2023-05-12,0,0,South,Corporate
ORDER-01449,2023-05-25,Standard Class,Office Supplies,Pens,40.49,67.8,146.3,2023-05-29,2023-06-01,3,1,East,Home Office
ORDER-01450,2023-01-28,Standard Class,Technology,Copiers,34.8,467.1,824.48,2023-02-01,2023-02-05,4,1,West,Consumer
ORDER-01451,2023-03-07,Second Class,Furniture,Furnishings,28.02,434.3,748.39,2023-03-15,2023-03-17,2,1,West,Corporate
ORDER-01452,2023-06-12,Standard Class,Office Supplies,Storage,35.13,120.6,231.39,2023-06-15,2023-06-15,0,0,South,Home Office
ORDER-01453,2023-08-17,Standard Class,Furniture,Furnishings,20.89,390.3,419.04,2023-08-23,2023-08-26,3,1,East,Corporate
ORDER-01454,2023-09-18,First Class,Furniture,Bookcases,7.35,306.2,197.57,2023-09-20,2023-09-21,1,1,West,Consumer
ORDER-01455,2024-03-24,Standard Class,Office Supplies,Pens,33.46,485.6,818.21,2024-03-27,2024-03-28,1,1,East,Corporate
ORDER-01456,2024-02-28,Standard Class,Office Supplies,Pens,26.47,189.9,269.05,2024-03-09,2024-03-12,3,1,South,Corporate
ORDER-01457,2024-04-04,Standard Class,Technology,Machines,32.15,342.3,564.69,2024-04-16,2024-04-19,3,1,South,Corporate
ORDER-01458,2023-10-28,Same Day,Office Supplies,Storage,17.23,36.5,75.22,2023-10-29,2023-10-30,1,1,North,Corporate
ORDER-01459,2023-10-30,Second Class,Technology,Phones,45.39,201.1,566.03,2023-11-03,2023-11-07,4,1,West,Consumer
ORDER-01460,2023-10-14,Standard Class,Furniture,Tables,29.57,482.1,730.46,2023-10-23,2023-10-27,4,1,West,Home Office
ORDER-01461,2024-01-30,First Class,Furniture,Chairs,4.73,271.8,112.3,2024-02-02,2024-02-04,2,1,North,Home Office
ORDER-01462,2023-01-10,First Class,Furniture,Furnishings,22.77,147.5,285.56,2023-01-11,2023-01-13,2,1,South,Corporate
ORDER-01463,2023-09-27,Standard Class,Furniture,Bookcases,37.94,64.5,128.85,2023-09-29,2023-09-29,0,0,South,Consumer
ORDER-01464,2023-12-27,Second Class,Office Supplies,Storage,39.81,353.2,860.99,2023-12-28,2023-12-29,1,1,South,Consumer
ORDER-01465,2023-09-14,First Class,Office Supplies,Binders,24.98,324.2,663.01,2023-09-16,2023-09-17,1,1,South,Consumer
ORDER-01466,2023-05-13,Second Class,Furniture,Chairs,44.79,190.1,517.19,2023-05-18,2023-05-20,2,1,East,Consumer
ORDER-01467,2023-10-03,Standard Class,Technology,Phones,13.75,475.7,342.29,2023-10-12,2023-10-13,1,1,West,Consumer
ORDER-01468,2024-05-27,First Class,Technology,Copiers,20.82,16.0,40.36,2024-05-31,2024-06-01,1,1,West,Consumer
ORDER-01469,2023-11-09,Second Class,Furniture,Chairs,44.98,155.3,433.04,2023-11-14,2023-11-15,1,1,South,Corporate
ORDER-01470,2023-10-11,Standard Class,Furniture,Chairs,44.86,460.9,1043.16,2023-10-17,2023-10-19,2,1,South,Home Office
ORDER-01471,2023-05-01,Standard Class,Furniture,Furnishings,34.44,163.9,291.23,2023-05-11,2023-05-13,2,1,South,Home Office
ORDER-01472,2023-04-17,Standard Class,Furniture,Chairs,43.02,129.9,295.85,2023-04-19,2023-04-21,2,1,West,Corporate
ORDER-01473,2023-07-23,Standard Class,Furniture,Chairs,4.89,269.4,74.72,2023-07-27,2023-07-29,2,1,West,Home Office
ORDER-01474,2023-06-14,First Class,Office Supplies,Paper,43.32,412.8,1442.29,2023-06-19,2023-06-22,3,1,South,Consumer
ORDER-01475,2023-11-01,Standard Class,Furniture,Bookcases,16.37,56.1,61.34,2023-11-04,2023-11-05,1,1,East,Consumer
ORDER-01476,2024-05-11,Standard Class,Office Supplies,Pens,9.33,471.8,226.29,2024-05-14,2024-05-17,3,1,North,Home Office
ORDER-01477,2023-06-05,Second Class,Technology,Machines,12.35,398.6,309.28,2023-06-08,2023-06-08,0,0,North,Consumer
ORDER-01478,2024-01-02,Standard Class,Office Supplies,Paper,21.19,94.7,114.18,2024-01-10,2024-01-13,3,1,North,Consumer
ORDER-01479,2023-09-08,Same Day,Technology,Copiers,12.93,357.4,477.38,2023-09-10,2023-09-11,1,1,West,Home Office
ORDER-01480,2023-11-30,Standard Class,Furniture,Bookcases,16.37,195.6,170.65,2023-12-02,2023-12-02,0,0,West,Corporate
ORDER-01481,2024-05-25,Standard Class,Office Supplies,Storage,7.18,204.1,85.01,2024-05-29,2024-05-31,2,1,North,Home Office
ORDER-01482,2023-10-20,Standard Class,Office Supplies,Binders,15.16,392.7,307.62,2023-10-30,2023-11-01,2,1,North,Home Office
ORDER-01483,2023-01-20,Standard Class,Furniture,Chairs,28.83,481.6,711.35,2023-01-26,2023-01-27,1,1,East,Home Office
ORDER-01484,2023-10-09,Standard Class,Furniture,Bookcases,22.37,67.7,82.68,2023-10-17,2023-10-17,0,0,West,Home Office
ORDER-01485,2023-01-01,First Class,Office Supplies,Storage,17.66,213.2,320.65,2023-01-02,2023-01-04,2,1,West,Corporate
ORDER-01486,2023-04-29,Same Day,Office Supplies,Storage,37.45,243.1,924.93,2023-04-30,2023-04-30,0,0,North,Corporate
ORDER-01487,2023-02-04,Standard Class,Office Supplies,Storage,44.73,191.3,446.15,2023-02-10,2023-02-11,1,1,East,Consumer
ORDER-01488,2023-07-17,Second Class,Office Supplies,Pens,37.96,184.8,432.29,2023-07-20,2023-07-21,1,1,East,Consumer
ORDER-01489,2024-04-29,First Class,Office Supplies,Paper,16.93,30.9,51.84,2024-04-30,2024-05-01,1,1,North,Home Office
ORDER-01490,2023-02-28,First Class,Furniture,Tables,37.35,344.3,1047.28,2023-03-01,2023-03-05,4,1,North,Consumer
ORDER-01491,2023-06-10,Standard Class,Office Supplies,Paper,8.02,220.9,95.06,2023-06-12,2023-06-13,1,1,West,Corporate
ORDER-01492,2023-07-25,Standard Class,Furniture,Furnishings,6.95,101.4,41.99,2023-07-29,2023-07-29,0,0,North,Consumer
ORDER-01493,2023-01-12,Standard Class,Furniture,Furnishings,17.61,408.9,369.53,2023-01-16,2023-01-18,2,1,South,Consumer
ORDER-01494,2024-05-04,First Class,Technology,Accessories,40.48,402.3,1322.2,2024-05-05,2024-05-09,4,1,East,Consumer
ORDER-01495,2023-10-03,First Class,Office Supplies,Paper,12.69,245.8,264.03,2023-10-06,2023-10-09,3,1,North,Home Office
ORDER-01496,2023-08-30,Standard Class,Technology,Machines,3.63,152.7,41.03,2023-08-31,2023-09-01,1,1,South,Consumer
ORDER-01497,2023-08-04,Standard Class,Office Supplies,Storage,7.02,320.9,128.22,2023-08-11,2023-08-13,2,1,East,Corporate
ORDER-01498,2023-09-08,Same Day,Office Supplies,Paper,43.01,147.6,646.09,2023-09-09,2023-09-09,0,0,South,Corporate
ORDER-01499,2023-05-06,First Class,Furniture,Furnishings,31.87,121.8,326.91,2023-05-10,2023-05-12,2,1,South,Corporate
ORDER-01500,2023-08-05,Same Day,Furniture,Chairs,13.03,366.6,488.58,2023-08-07,2023-08-07,0,0,North,Corporate
